"Waterbody","Species","Month","Day of Week","Time of Day","Mean Fishing Effort","SE for Mean Fishing Effort","Total Fishing Effort","SE for Total Fishing Effort","Mean HarvestORCatch","SE for Mean HarvestORCatch","Total HarvestORCatch","SE for Total HarvestORCatch","Mean Number of Angler Trips","SE for Mean Number of Angler Trips","Total Number of Angler Trips","SE for Total Number of Angler Trips","Mean HarvestORCatch Per Unit Effort"
"East Canyon Res","rbt",7,"wd","am",80.7777777777778,16.999580150952,1615.55555555556,339.99160301904,8.81296296296296,6.84339922559774,176.259259259259,136.867984511955,15.8527777777778,3.95841965759259,317.055555555556,79.1683931518518,0.164814814814815
"East Canyon Res","rbt",7,"wd","pm",84.8888888888889,26.4326793097829,1697.77777777778,528.653586195659,11.2485423339082,7.06703734923047,224.970846678164,141.340746984609,16.4082344936003,5.3087995173586,328.164689872007,106.175990347172,0.101379650160138
"East Canyon Res","rbt",7,"we","am",304.672222222222,51.5397495962093,3351.39444444444,566.937245558302,47.6359744745823,11.8169740862862,523.995719220406,129.986714949148,46.4630276775721,7.93080811899063,511.093304453293,87.2388893088969,0.162289232430503
"East Canyon Res","rbt",7,"we","pm",165.027777777778,31.3242372981691,1815.30555555556,344.56661027986,22.1356828595231,7.80886452861012,243.492511454754,85.8975098147114,26.5828048526502,5.62322449453631,292.410853379152,61.8554694398994,0.127870196813496
"East Canyon Res","rbt",8,"wd","am",108.111111111111,31.2111314907331,2486.55555555556,717.856024286861,44.112962962963,20.6430103327284,1014.59814814815,474.789237652753,16.7986111111111,2.45539547558796,386.368055555556,56.4740959385231,0.372222222222222
"East Canyon Res","rbt",8,"wd","pm",25.6666666666667,5.54022038081112,590.333333333333,127.425068758656,0.99290780141844,0.942579840032536,22.8368794326241,21.6793363207483,5.09175531914894,1.76063584213413,117.110372340426,40.494624369085,0.0283687943262411
"East Canyon Res","rbt",8,"we","am",264.444444444444,35.427329549549,2115.55555555556,283.418636396392,21.8441687039248,5.58274185818268,174.753349631398,44.6619348654615,35.3733749313018,6.64349593248988,282.986999450414,53.147967459919,0.0842362244801269
"East Canyon Res","rbt",8,"we","pm",161.777777777778,30.6556944944699,1294.22222222222,245.245555955759,9.31183274873977,5.43372134969012,74.4946619899182,43.4697707975209,26.6286585015238,4.35030344432509,213.02926801219,34.8024275546007,0.0548559599792996
"East Canyon Res","rbt",9,"wd","am",59.3333333333333,3.65148371670111,1246,76.6811580507233,10.2545571658615,2.16648190487112,215.345700483092,45.4961200022934,14.5685668276973,1.66195362857041,305.939903381643,34.9010261999787,0.175008051529791
"East Canyon Res","rbt",9,"wd","pm",31.3333333333333,20.1942943379937,658,424.080181097867,2.38461538461538,0.935227842992783,50.0769230769231,19.6397847028485,7.84615384615385,4.91583008090776,164.769230769231,103.232431699063,0.123146223146223
"East Canyon Res","rbt",9,"we","am",194,52.878967323362,1746,475.910705910258,20.910900914481,7.21790985529169,188.198108230329,64.9611886976252,31.7094387498744,7.95690822252175,285.38494874887,71.6121740026957,0.102182778950189
"East Canyon Res","rbt",9,"we","pm",115,24.8752442757408,1035,223.877198481668,5.84124757176775,1.43030641259608,52.5712281459098,12.8727577133647,17.6651197927908,3.81008143581286,158.986078135118,34.2907329223157,0.0526116986833585
"East Canyon Res","bnt",4,"wd","am",16.7222222222222,7,351.166666666667,147,0,0,0,0,2.59259259259259,1.00421009131583,54.4444444444444,21.0884119176325,0
"East Canyon Res","bnt",4,"wd","pm",23.3333333333333,11.3227074369915,490,237.776856176823,0,0,0,0,3.38586956521739,1.79526615942329,71.1032608695652,37.700589347889,0
"East Canyon Res","bnt",4,"we","am",143.5,26.5785000830872,1291.5,239.206500747785,0,0,0,0,22.558064516129,10.2014349356757,203.022580645161,91.8129144210816,0
"East Canyon Res","bnt",4,"we","pm",138.833333333333,56.5576020149282,1249.5,509.018418134354,0,0,0,0,20.3104708482067,9.08653083496137,182.79423763386,81.7787775146523,0
"East Canyon Res","bnt",5,"wd","am",125.833333333333,38.2465373471589,2642.5,803.177284290337,0,0,0,0,22.4625858981804,6.48778080644821,471.714303861789,136.243396935412,0
"East Canyon Res","bnt",5,"wd","pm",68.3333333333333,9.58980113006968,1435,201.385823731463,0.585106382978723,0.587379445193258,12.2872340425532,12.3349683490584,10.5990700362625,4.21984570760773,222.580470761511,88.6167598597623,0.00709219858156028
"East Canyon Res","bnt",5,"we","am",441.25,79.710413372407,4412.5,797.10413372407,0,0,0,0,73.9700854700855,19.8542168433512,739.700854700855,198.542168433512,0
"East Canyon Res","bnt",5,"we","pm",131.25,119.629636796239,1312.5,1196.29636796239,0,0,0,0,12.1302294197031,10.7904776053036,121.302294197031,107.904776053036,0
"East Canyon Res","bnt",6,"wd","am",112.5,20.5119144977653,2475,451.262118950838,0,0,0,0,18.1794972505892,3.78768256470626,399.948939512961,83.3290164235377,0
"East Canyon Res","bnt",6,"wd","pm",129.166666666667,31.3858159754441,2841.66666666667,690.487951459771,0,0,0,0,21.9396051103368,8.12584103691295,482.67131242741,178.768502812085,0
"East Canyon Res","bnt",6,"we","am",445,55.1749112671088,3560,441.399290136871,0,0,0,0,99.0829995262092,22.7192362324462,792.663996209674,181.753889859569,0
"East Canyon Res","bnt",6,"we","pm",262.5,NA,2100,NA,0,NA,0,NA,24.4703389830508,NA,195.762711864407,NA,0
"East Canyon Res","bnt",7,"wd","am",80.7777777777778,16.999580150952,1615.55555555556,339.99160301904,0,0,0,0,15.8527777777778,3.95841965759259,317.055555555556,79.1683931518518,0
"East Canyon Res","bnt",7,"wd","pm",84.8888888888889,26.4326793097829,1697.77777777778,528.653586195659,0,0,0,0,16.4082344936003,5.3087995173586,328.164689872007,106.175990347172,0
"East Canyon Res","bnt",7,"we","am",304.672222222222,51.5397495962093,3351.39444444444,566.937245558302,0.71713985278654,0.72203239727657,7.88853838065194,7.94235637004227,46.4630276775721,7.93080811899063,511.093304453293,87.2388893088969,0.00210304942166141
"East Canyon Res","bnt",7,"we","pm",165.027777777778,31.3242372981691,1815.30555555556,344.56661027986,0,0,0,0,26.5828048526502,5.62322449453631,292.410853379152,61.8554694398994,0
"East Canyon Res","bnt",8,"wd","am",108.111111111111,31.2111314907331,2486.55555555556,717.856024286861,0,0,0,0,16.7986111111111,2.45539547558796,386.368055555556,56.4740959385231,0
"East Canyon Res","bnt",8,"wd","pm",25.6666666666667,5.54022038081112,590.333333333333,127.425068758656,0,0,0,0,5.09175531914894,1.76063584213413,117.110372340426,40.494624369085,0
"East Canyon Res","bnt",8,"we","am",264.444444444444,35.427329549549,2115.55555555556,283.418636396392,0,0,0,0,35.3733749313018,6.64349593248988,282.986999450414,53.147967459919,0
"East Canyon Res","bnt",8,"we","pm",161.777777777778,30.6556944944699,1294.22222222222,245.245555955759,0,0,0,0,26.6286585015238,4.35030344432509,213.02926801219,34.8024275546007,0
"East Canyon Res","bnt",9,"wd","am",59.3333333333333,3.65148371670111,1246,76.6811580507233,0,0,0,0,14.5685668276973,1.66195362857041,305.939903381643,34.9010261999787,0
"East Canyon Res","bnt",9,"wd","pm",31.3333333333333,20.1942943379937,658,424.080181097867,0,0,0,0,7.84615384615385,4.91583008090776,164.769230769231,103.232431699063,0
"East Canyon Res","bnt",9,"we","am",194,52.878967323362,1746,475.910705910258,0,0,0,0,31.7094387498744,7.95690822252175,285.38494874887,71.6121740026957,0
"East Canyon Res","bnt",9,"we","pm",115,24.8752442757408,1035,223.877198481668,0,0,0,0,17.6651197927908,3.81008143581286,158.986078135118,34.2907329223157,0
"East Canyon Res","smb",4,"wd","am",16.7222222222222,7,351.166666666667,147,0,0,0,0,2.59259259259259,1.00421009131583,54.4444444444444,21.0884119176325,0
"East Canyon Res","smb",4,"wd","pm",23.3333333333333,11.3227074369915,490,237.776856176823,0,0,0,0,3.38586956521739,1.79526615942329,71.1032608695652,37.700589347889,0
"East Canyon Res","smb",4,"we","am",143.5,26.5785000830872,1291.5,239.206500747785,0,0,0,0,22.558064516129,10.2014349356757,203.022580645161,91.8129144210816,0
"East Canyon Res","smb",4,"we","pm",138.833333333333,56.5576020149282,1249.5,509.018418134354,0,0,0,0,20.3104708482067,9.08653083496137,182.79423763386,81.7787775146523,0
"East Canyon Res","smb",5,"wd","am",125.833333333333,38.2465373471589,2642.5,803.177284290337,11.9639227642276,6.93339748938341,251.24237804878,145.601347277052,22.4625858981804,6.48778080644821,471.714303861789,136.243396935412,0.0777439024390244
"East Canyon Res","smb",5,"wd","pm",68.3333333333333,9.58980113006968,1435,201.385823731463,3.26402341900211,1.78300675696517,68.5444917990443,37.4431418962685,10.5990700362625,4.21984570760773,222.580470761511,88.6167598597623,0.0531232511085281
"East Canyon Res","smb",5,"we","am",441.25,79.710413372407,4412.5,797.10413372407,0,0,0,0,73.9700854700855,19.8542168433512,739.700854700855,198.542168433512,0
"East Canyon Res","smb",5,"we","pm",131.25,119.629636796239,1312.5,1196.29636796239,4.4504048582996,3.62262561742679,44.504048582996,36.2262561742679,12.1302294197031,10.7904776053036,121.302294197031,107.904776053036,0.0927125506072874
"East Canyon Res","smb",6,"wd","am",112.5,20.5119144977653,2475,451.262118950838,7.02343545430741,1.77771368381514,154.515579994763,39.1097010439331,18.1794972505892,3.78768256470626,399.948939512961,83.3290164235377,0.0662477088242996
"East Canyon Res","smb",6,"wd","pm",129.166666666667,31.3858159754441,2841.66666666667,690.487951459771,20.3556910569106,14.0100773892221,447.825203252033,308.221702562886,21.9396051103368,8.12584103691295,482.67131242741,178.768502812085,0.127579737335835
"East Canyon Res","smb",6,"we","am",445,55.1749112671088,3560,441.399290136871,14.5700348882285,7.7378482442365,116.560279105828,61.902785953892,99.0829995262092,22.7192362324462,792.663996209674,181.753889859569,0.0334027736194147
"East Canyon Res","smb",6,"we","pm",262.5,NA,2100,NA,2.22457627118644,NA,17.7966101694915,NA,24.4703389830508,NA,195.762711864407,NA,0.00847457627118644
"East Canyon Res","smb",7,"wd","am",80.7777777777778,16.999580150952,1615.55555555556,339.99160301904,5.79537037037037,4.75076317003907,115.907407407407,95.0152634007815,15.8527777777778,3.95841965759259,317.055555555556,79.1683931518518,0.110185185185185
"East Canyon Res","smb",7,"wd","pm",84.8888888888889,26.4326793097829,1697.77777777778,528.653586195659,10.3977815319279,4.50595076201366,207.955630638557,90.1190152402732,16.4082344936003,5.3087995173586,328.164689872007,106.175990347172,0.129007848520044
"East Canyon Res","smb",7,"we","am",304.672222222222,51.5397495962093,3351.39444444444,566.937245558302,22.9376209586025,7.25453786882298,252.313830544628,79.7999165570528,46.4630276775721,7.93080811899063,511.093304453293,87.2388893088969,0.0767544824052848
"East Canyon Res","smb",7,"we","pm",165.027777777778,31.3242372981691,1815.30555555556,344.56661027986,1.48237399770905,0.866101864364799,16.3061139747995,9.52712050801279,26.5828048526502,5.62322449453631,292.410853379152,61.8554694398994,0.0110395189003436
"East Canyon Res","smb",8,"wd","am",108.111111111111,31.2111314907331,2486.55555555556,717.856024286861,12.7416666666667,7.6876712842112,293.058333333333,176.816439536858,16.7986111111111,2.45539547558796,386.368055555556,56.4740959385231,0.146428571428571
"East Canyon Res","smb",8,"wd","pm",25.6666666666667,5.54022038081112,590.333333333333,127.425068758656,5.88194444444444,5.73807205693887,135.284722222222,131.975657309594,5.09175531914894,1.76063584213413,117.110372340426,40.494624369085,0.229166666666667
"East Canyon Res","smb",8,"we","am",264.444444444444,35.427329549549,2115.55555555556,283.418636396392,17.1385761934542,3.8002281637431,137.108609547634,30.4018253099448,35.3733749313018,6.64349593248988,282.986999450414,53.147967459919,0.0647205098424611
"East Canyon Res","smb",8,"we","pm",161.777777777778,30.6556944944699,1294.22222222222,245.245555955759,36.0052948843271,16.5019213775289,288.042359074617,132.015371020232,26.6286585015238,4.35030344432509,213.02926801219,34.8024275546007,0.210817855979146
"East Canyon Res","smb",9,"wd","am",59.3333333333333,3.65148371670111,1246,76.6811580507233,13.5668276972625,7.18023255167969,284.903381642512,150.784883585274,14.5685668276973,1.66195362857041,305.939903381643,34.9010261999787,0.223027375201288
"East Canyon Res","smb",9,"wd","pm",31.3333333333333,20.1942943379937,658,424.080181097867,6,5.75785197211507,126,120.914891414417,7.84615384615385,4.91583008090776,164.769230769231,103.232431699063,0.0810810810810811
"East Canyon Res","smb",9,"we","am",194,52.878967323362,1746,475.910705910258,12.5636870666265,5.96908050473566,113.073183599638,53.7217245426209,31.7094387498744,7.95690822252175,285.38494874887,71.6121740026957,0.0681372056409741
"East Canyon Res","smb",9,"we","pm",115,24.8752442757408,1035,223.877198481668,0,0,0,0,17.6651197927908,3.81008143581286,158.986078135118,34.2907329223157,0
